1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-07 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,IPCA + SPREAD,,,,,,,2024-11-07 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
GRRB24,AGUAS GUARIROBA S/A (*) (**),15/07/2029,"IPCA + 4,4%",9.2091,8.8382,8.9096,0.2417,8.6678,9.1514,11891.327815,87.0271,823,,15/08/2028
GSTS14,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2032,"IPCA + 6,5163%",7.3391,7.0314,7.1981,0.0593,7.1388,7.2575,1095.872534,96.7401,1305.24,0.35,15/08/2030
GSTS24,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2037,"IPCA + 6,8516%",7.4318,7.1092,7.2693,0.1044,7.1649,7.3738,1102.481134,97.1719,1845.9,,15/05/2035
HARG11,HOLDING DO ARAGUAIA S.A. (*),15/10/2036,"IPCA + 6,6647%",7.2385,6.9093,7.0932,0.1314,6.9619,7.2247,1128.500854,97.6604,1481.17,0.45,15/08/2032
HBSA11,HIDROVIAS DO BRASIL S.A. (*),15/10/2028,"IPCA + 6,0029%",7.4247,7.0046,7.2604,0.2963,6.9641,7.5568,1123.151655,95.9243,887.93,,15/08/2028
HBSA21,HIDROVIAS DO BRASIL S.A. (*),15/10/2031,"IPCA + 6,0444%",7.5291,7.1022,7.3577,0.2279,7.1298,7.5857,1101.017338,94.0314,1255.15,,15/08/2030
HVSP11,HELIO VALGAS SOLAR PARTICIPACOES S.A. (*),15/06/2038,"IPCA + 8,2561%",7.3507,6.9461,7.16,0.1184,7.0416,7.2784,1348.287912,105.7453,1401.8,0.5,15/08/2032
HZTC14,ORIZON MEIO AMBIENTE S.A. (*),15/11/2035,"IPCA + 6,7592%",7.6086,7.224,7.5042,0.1129,7.3913,7.6172,1131.455494,96.7492,1189.19,,15/08/2030
IBPB11,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A. (*) (**),15/11/2040,"IPCA + 5,9%",7.1346,6.7982,6.9992,0.3376,6.6616,7.3369,1188.537424,93.2922,1667.91,,15/05/2033
IEMD12,INTERLIGAÇÃO ELÉTRICA DO MADEIRA S/A,18/03/2025,"IPCA + 5,5%",--,--,5.1384,0.6961,4.4423,5.8346,8667.61025,100.1186,87,,
IGSN15,IGUA SANEAMENTO S.A,15/07/2034,"IPCA + 6,1%",8.5226,7.959,8.2334,0.0921,8.1413,8.3257,1153.408835,91.385,1119.95,,15/08/2030
IRJS14,IGUA RIO DE JANEIRO S.A. (*),15/05/2043,"IPCA + 8,2%",8.594,8.2664,8.418,0.0762,8.3418,8.4942,1155.924503,98.3343,2096.68,0.45,15/05/2035
