1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-13 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,IPCA + SPREAD,,,,,,,2024-11-13 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
ACRC21,ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A. (*),15/07/2044,"IPCA + 7,415%",7.812,7.5548,7.6113,0.1225,7.4888,7.7339,1018.557406,98.4767,2112.85,0.05,15/05/2035
AEAB11,AES CAJUINA AB1 HOLDINGS S.A. (*),15/06/2044,"IPCA + 7,0718%",7.569,7.2914,7.369,0.096,7.2731,7.4651,1161.531436,97.7915,2019.05,0.45,15/05/2035
AEGP23,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/07/2025,"IPCA + 7,0825%",--,--,8.8764,0.2397,8.6367,9.1161,7052.360844,98.9246,164,,15/05/2025
AESL17,RGE SUL DISTRIBUIDORA DE ENERGIA S/A,15/08/2025,"IPCA + 5,8%",5.5083,5.1109,5.4539,0.206,5.248,5.66,706.966086,100.2389,183.53,,15/05/2025
AESLA5,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/10/2033,"IPCA + 6,1774%",7.117,6.7906,6.9981,0.0466,6.9514,7.0448,1002.943767,95.2647,1581.56,,15/08/2032
AESLA7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/04/2034,"IPCA + 6,1409%",7.1755,6.8689,7.0158,0.1076,6.9082,7.1235,970.483827,94.7167,1658.75,,15/05/2033
AESLB7,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),15/04/2039,"IPCA + 6,2031%",7.0416,6.7576,6.8923,0.047,6.8452,6.9394,965.604474,94.2359,2295.1,,15/08/2040
AESOA1,AES TIETE ENERGIA S/A (*),15/03/2038,"IPCA + 6,4966%",7.4949,7.1119,7.324,0.0876,7.2364,7.4116,1011.316389,95.1853,1593.57,0.5,15/05/2033
AGVF12,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA - AGROVALE (*),15/08/2027,"IPCA + 6,7686%",7.5634,7.0766,7.3839,0.2335,7.1504,7.6175,1204.294407,99.0686,409.96,,15/08/2026
AHGD13,ATHON GERACAO DISTRIBUIDA S/A (*),15/09/2041,"IPCA + 7,3293%",7.7847,7.4835,7.626,0.0993,7.5267,7.7254,0.997235,98.2477,1602.62,0.05,15/05/2033
ALGA27,ALGAR TELECOM S/A,15/03/2025,"IPCA + 5,5395%",5.703,5.1247,5.3236,0.2218,5.1019,5.5455,716.990036,100.0667,82,,
ALGAB1,ALGAR TELECOM S/A (*),15/07/2031,"IPCA + 4,9999%",7.6552,7.3595,7.492,0.0582,7.4339,7.5503,1096.860208,89.258,1212.36,,15/08/2030
ALGAC2,ALGAR TELECOM S/A (*),15/01/2032,"IPCA + 5,8806%",7.7041,7.3545,7.553,0.0582,7.4949,7.6113,1077.688921,92.3266,1276.38,,15/08/2030
ALGE16,ALIANCA GERACAO DE ENERGIA S.A (*),15/11/2037,"IPCA + 6,1451%",7.3757,7.0048,7.1682,0.0745,7.0938,7.2428,1019.355536,94.5013,1467.94,0.05,15/08/2032
ALGTA4,ALGAR TELECOM S/A (*),15/11/2033,"IPCA + 6,3243%",7.6094,7.4031,7.5442,0.1023,7.4418,7.6466,1008.29733,93.5697,1458.5,0.05,15/08/2032
ALIG12,ALIANCA GERACAO DE ENERGIA S.A,15/12/2029,"IPCA + 3,65%",7.016,6.6276,6.881,0.2364,6.6447,7.1175,923.064811,93.1419,574.87,,15/05/2027
ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*),15/02/2035,IPCA + 4%,7.1645,6.7336,6.9451,0.2721,6.673,7.2173,903.945496,87.5776,1166.6,,15/08/2030
ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),15/04/2036,"IPCA + 6,1305%",7.2112,6.739,6.9974,0.2028,6.7946,7.2002,971.408111,95.5667,1394.17,0.05,15/08/2032
ANET11,AMERICA NET S.A. (*),15/03/2029,"IPCA + 5,6006%",8.4299,7.8448,8.2189,0.3166,7.9023,8.5356,824.375237,94.9249,530.89,,15/05/2027
ANET12,AMERICA NET S.A. (*),15/11/2030,"IPCA + 8,9619%",8.7175,8.1517,8.5896,0.5837,8.0059,9.1734,1157.879287,101.2393,908.07,0.15,15/05/2029
APFD19,AUTOPISTA FERNAO DIAS S/A (*),15/09/2031,"IPCA + 6,3854%",7.5384,7.2938,7.3681,0.0904,7.2777,7.4586,1076.188978,96.493,974.49,0.45,15/05/2029
APRB18,AUTOPISTA REGIS BITTENCOURT S/A,15/06/2031,"IPCA + 4,5%",7.6707,7.2899,7.4387,0.1002,7.3384,7.539,1244.193433,88.9881,1047.52,0.1,15/05/2029
ARTR19,ARTERIS S/A (*) (**),15/09/2027,"IPCA + 4,8392%",7.6887,7.1235,7.4029,0.1121,7.2908,7.5151,1236.66863,94.8351,551.99,,15/05/2027
ASAB11,ASA BRANCA HOLDING S.A. (*),15/06/2033,"IPCA + 6,25%",9.1829,8.6387,8.9661,0.1296,8.8365,9.0958,905.777702,90.5226,972.48,,15/05/2029
ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2030,"IPCA + 7,55%",7.2804,6.9826,7.1363,0.0323,7.104,7.1687,1050.566089,101.1813,769.09,,15/08/2028
ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2035,"IPCA + 8,15%",7.4599,7.0819,7.2841,0.0571,7.2269,7.3413,1135.346517,105.1486,1582.97,,15/08/2032
ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%",8.8651,8.482,8.6361,0.0944,8.5417,8.7306,1079.651313,98.2204,2118.53,0.1,15/05/2035
ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%",7.9639,7.6347,7.7282,0.1588,7.5694,7.8871,1017.972601,96.4543,1553.72,,15/08/2032
ATHT11,ATHON GERACAO DISTRIBUIDA III S.A. (*),15/09/2041,"IPCA + 7,3293%",7.7894,7.4684,7.6079,0.0655,7.5425,7.6735,0.998297,98.3523,1603.47,0.05,15/05/2033
ATII12,ATHON GERACAO DISTRIBUIDA II S.A. (*),15/09/2041,"IPCA + 7,3293%",7.7774,7.4658,7.6053,0.066,7.5394,7.6714,0.99845,98.3674,1603.59,0.05,15/05/2033
AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%",7.3114,7.0444,7.1509,0.0989,7.052,7.2499,974.088679,94.88,1649.88,0.15,15/05/2033
BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%",8.1307,7.8299,7.939,0.1232,7.8158,8.0623,1019.609512,98.79,2309.35,0.45,15/08/2040
BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",7.1741,6.9519,7.1063,0.02,7.0863,7.1263,985.866796,95.3036,962.78,,15/05/2029
BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%",7.6493,7.4021,7.5134,0.1159,7.3975,7.6294,1016.072922,95.1145,1986.88,0.5,15/05/2035
BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%",7.1559,6.7234,6.9433,0.2053,6.738,7.1487,1259.895794,100.5299,741.4,0.05,15/08/2028
BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%",8.7441,7.3664,8.3609,2.1345,6.2265,10.4955,N/D,N/D,N/D,,15/05/2025
BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%",8.3746,7.9947,8.1917,0.1916,8.0001,8.3834,1124.40365,85.2238,1600.69,,15/05/2033
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%",7.3273,6.9698,7.2277,0.2562,6.9714,7.484,1220.666953,97.6919,428.05,0.45,15/08/2026
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%",8.1051,7.5859,8.0387,0.3169,7.7218,8.3557,1053.588689,100.9909,1788.66,,15/05/2035
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/03/2029,"IPCA + 5,4058%",7.9953,7.6217,7.7649,0.2197,7.5452,7.9848,1177.785779,93.9655,705.82,,15/05/2027
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%",7.5574,7.0731,7.3029,0.1288,7.1741,7.4318,1103.235294,88.732,1635.51,,15/05/2033
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%",7.5263,6.9825,7.2674,0.1564,7.1111,7.4239,1052.531011,98.0658,1256.35,,15/08/2030
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 5,8%",--,--,5.6471,0.6567,4.9904,6.3039,621.687961,100.0121,21,,
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%",7.4301,7.0824,7.2276,0.1142,7.1134,7.3418,11723.169018,98.1209,1232.15,0.1,15/08/2030
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 6,05%",--,--,6.9613,0.6878,6.2735,7.6492,622.515403,99.9287,21,,
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%",10.1257,9.1286,9.6363,0.3383,9.2979,9.9747,1125.487406,102.4512,973.07,,15/05/2029
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,7.4925,7.1937,7.373,0.0775,7.2955,7.4505,1325.646275,88.605,1345.69,0.35,15/08/2030
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.4982,7.2755,7.4308,0.1838,7.247,7.6147,1342.573145,89.3212,1338.75,,15/08/2030
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.4727,7.1798,7.3805,0.1488,7.2317,7.5294,1345.918539,89.5438,1339.53,,15/08/2030
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.5255,7.2884,7.4268,0.1785,7.2483,7.6054,1342.838748,89.3389,1338.81,,15/08/2030
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%",--,--,8.0197,0.3013,7.7183,8.3211,1124.549616,93.9211,1254.96,,15/08/2030
CCRDD1,CCR S/A (*) (**),15/11/2024,IPCA + 6%,--,--,7.1957,0.4456,6.7501,7.6414,740.36986,99.9911,2,,
CCROA5,CCR S/A (*),15/11/2033,"IPCA + 4,8791%",7.1582,6.9458,7.0991,0.0852,7.0139,7.1844,961.104017,88.7055,1413.98,,15/08/2032
CCROB4,CCR S/A (*) (**),15/12/2028,"IPCA + 4,25%",7.0649,6.697,6.848,0.1675,6.6805,7.0157,1243.270311,95.4128,474.76,,15/08/2026
CCROB6,CCR S/A (*),15/01/2036,"IPCA + 6,437%",7.1876,6.9253,7.0491,0.1056,6.9435,7.1549,1125.511574,96.3481,1626.79,0.5,15/05/2033
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%",7.334,6.9399,7.2034,0.3389,6.8645,7.5424,984.980807,98.7264,634.4,,15/05/2027
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%",7.3396,6.995,7.179,0.1164,7.0626,7.2954,1048.966024,97.2808,1091.28,,15/05/2029
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%",7.5199,7.0717,7.2604,0.0987,7.1616,7.3592,1040.034687,97.1095,1545.07,,15/08/2032
